PSRAID,COUNTRY,Q145,Q146,Q70,Q74
107238,Mexico,Female,29,Yes,Yes
107239,Mexico,Female,25,Yes,Yes
107240,Mexico,Female,24,Yes,Yes
107241,Mexico,Female,28,Yes,Yes
107242,Mexico,Female,28,Yes,Yes
107243,Mexico,Female,20,Yes,Yes
107244,Mexico,Female,18,Yes,Yes
107245,Mexico,Female,23,Yes,Yes
107246,Mexico,Female,19,Yes,Yes
107247,Mexico,Female,29,Yes,Yes
107248,Mexico,Female,23,No, 
107249,Mexico,Female,29,Yes,Yes
107250,Mexico,Female,27,No, 
107251,Mexico,Female,19,Yes,Yes
107252,Mexico,Female,24,No, 
107253,Mexico,Female,25,Yes,Yes
107254,Mexico,Female,24,Yes,Yes
107255,Mexico,Female,28,Yes,Yes
107256,Mexico,Female,26,Yes,Yes
107257,Mexico,Female,22,Yes,Yes
107258,Mexico,Female,22,No, 
107259,Mexico,Female,22,Yes,Yes
107260,Mexico,Female,25,Yes,Yes
107261,Mexico,Female,24,Yes,Yes
107262,Mexico,Female,28,Yes,Yes
107263,Mexico,Female,24,No, 
107264,Mexico,Female,29,No, 
107265,Mexico,Male,30,Yes,No
107266,Mexico,Male,38,Yes,Yes
107267,Mexico,Male,39,Yes,No
107268,Mexico,Male,38,No, 
107269,Mexico,Male,36,Yes,Yes
107270,Mexico,Male,37,Yes,Yes
107271,Mexico,Male,34,Yes,Yes
107272,Mexico,Male,30,Yes,No
107273,Mexico,Male,36,Yes,No
107274,Mexico,Male,32,Yes,Yes
107275,Mexico,Male,37,Yes,Yes
107276,Mexico,Male,39,Yes,No
107277,Mexico,Male,35,No,No
107278,Mexico,Male,32,No, 
107279,Mexico,Male,37,No, 
107280,Mexico,Male,36,Yes,No
107281,Mexico,Male,37,Yes,Yes
107282,Mexico,Male,32,No, 
107283,Mexico,Male,37,Yes,Yes
107284,Mexico,Male,31,Yes,Yes
107285,Mexico,Male,35,Yes,Yes
107286,Mexico,Male,36,No, 
107287,Mexico,Male,32,No, 
107288,Mexico,Male,34,Yes,Yes
107289,Mexico,Male,38,Yes,Yes
107290,Mexico,Male,34,Yes,Yes
107291,Mexico,Male,31,Yes,Yes
107292,Mexico,Male,34,No, 
107293,Mexico,Male,32,No, 
107294,Mexico,Male,30,Yes,Yes
107295,Mexico,Male,38,Yes,Yes
107296,Mexico,Male,31,Yes,Yes
107297,Mexico,Female,30,Yes,Yes
107298,Mexico,Female,35,Yes,Yes
107299,Mexico,Female,30,Yes,Yes
107300,Mexico,Female,39,Yes,No
107301,Mexico,Female,38,Yes,No
107302,Mexico,Female,32,Yes,No
107303,Mexico,Female,32,Yes,Yes
107304,Mexico,Female,37,Yes,No
107305,Mexico,Female,35,No, 
107306,Mexico,Female,32,No, 
107307,Mexico,Female,35,No, 
107308,Mexico,Female,39,Yes,No
107309,Mexico,Female,36,Yes,Yes
107310,Mexico,Female,38,Yes,Yes
107311,Mexico,Female,31,Yes,Yes
107312,Mexico,Female,37,Yes,Yes
107313,Mexico,Female,37,Yes,No
107314,Mexico,Female,32,Yes,Yes
107315,Mexico,Female,39,Yes,No
107316,Mexico,Female,32,Yes,No
107317,Mexico,Female,38,No, 
107318,Mexico,Female,38,No, 
107319,Mexico,Male,45,Yes,No
107320,Mexico,Male,41,Yes,Yes
107321,Mexico,Male,40,Yes,Yes
107322,Mexico,Male,43,Yes,Yes
107323,Mexico,Male,43,No,No
107324,Mexico,Male,49,Yes,No
107325,Mexico,Male,40,No, 
107326,Mexico,Male,42,No, 
107327,Mexico,Male,40,No, 
107328,Mexico,Male,45,Yes,No
107329,Mexico,Male,42,Yes,Yes
107330,Mexico,Male,43,No, 
107331,Mexico,Male,42,Yes,Yes
107332,Mexico,Male,46,Yes,Yes
107333,Mexico,Male,46,Yes,Yes
107334,Mexico,Male,44,No, 
107335,Mexico,Female,41,Yes,Yes
107336,Mexico,Female,42,Yes,Yes
107337,Mexico,Female,49,No, 
107338,Mexico,Female,43,Yes,Yes
107339,Mexico,Female,44,Yes,Yes
107340,Mexico,Female,48,Yes,Yes
107341,Mexico,Female,45,Yes,Yes
107342,Mexico,Female,43,Yes,No
107343,Mexico,Female,43,Yes,Yes
107344,Mexico,Female,40,Yes,Yes
107345,Mexico,Female,40,No, 
107346,Mexico,Female,40,Yes,No
107347,Mexico,Female,44,No, 
107348,Mexico,Female,45,Yes,Yes
107349,Mexico,Female,44,No, 
107350,Mexico,Female,43,No, 
107351,Mexico,Female,44,Yes,Yes
107352,Mexico,Female,42,Yes,Yes
107353,Mexico,Female,49,No, 
107354,Mexico,Female,47,Yes,Yes
107355,Mexico,Female,48,Yes,Yes
107356,Mexico,Female,42,Yes,Yes
107357,Mexico,Female,44,No, 
107358,Mexico,Female,41,No, 
107359,Mexico,Female,43,No, 
107360,Mexico,Female,43,Yes,Yes
107361,Mexico,Female,41,No, 
107362,Mexico,Male,50,Yes,Yes
107363,Mexico,Male,53,No,No
107364,Mexico,Male,52,Yes,No
107365,Mexico,Male,52,No, 
107366,Mexico,Male,56,No, 
107367,Mexico,Male,59,No, 
107368,Mexico,Male,52,No, 
107369,Mexico,Male,56,No, 
107370,Mexico,Female,54,No, 
107371,Mexico,Female,55,Yes,No
107372,Mexico,Female,58,Yes,No
107373,Mexico,Female,52,No, 
107374,Mexico,Female,58,No, 
107375,Mexico,Female,50,Yes,No
107376,Mexico,Female,54,No, 
107377,Mexico,Female,57,No, 
107378,Mexico,Female,57,Yes,No
107379,Mexico,Female,53,No, 
107380,Mexico,Female,52,Yes,No
107381,Mexico,Female,59,No, 
107382,Mexico,Female,52,Yes,Yes
107383,Mexico,Female,59,No, 
107384,Mexico,Male,65,Yes,No
107385,Mexico,Male,69,No, 
107386,Mexico,Male,60,No, 
107387,Mexico,Male,90,No, 
107388,Mexico,Male,66,No, 
107389,Mexico,Male,70,No, 
107390,Mexico,Male,68,No, 
107391,Mexico,Male,79,No, 
107392,Mexico,Male,60,No, 
107393,Mexico,Male,75,No, 
107394,Mexico,Male,61,No, 
107395,Mexico,Male,68,No, 
107396,Mexico,Male,73,No, 
107397,Mexico,Male,67,No, 
107398,Mexico,Male,77,Yes,Yes
107399,Mexico,Male,60,No, 
107400,Mexico,Male,77,No, 
107401,Mexico,Male,62,Yes,Yes
107402,Mexico,Female,65,Yes,Yes
107403,Mexico,Female,69,No, 
107404,Mexico,Female,61,No,Yes
107405,Mexico,Female,71,No, 
107406,Mexico,Female,60,No, 
107407,Mexico,Female,75,No, 
107408,Mexico,Female,66,No, 
107409,Mexico,Female,63,No, 
107410,Mexico,Female,63,No, 
107411,Mexico,Female,73,No, 
107412,Mexico,Female,69,No,Don’t know
107413,Mexico,Female,69,No, 
107414,Mexico,Female,82,No, 
107415,Mexico,Female,62,No, 
107416,Mexico,Female,60,No, 
107417,Mexico,Female,64,Yes,Yes
107418,Mexico,Male,25,No,Yes
107419,Mexico,Male,19,Yes,Yes
107420,Mexico,Male,18,Yes,Yes
107421,Mexico,Male,23,Yes,Yes
107422,Mexico,Male,21,Yes,Yes
107423,Mexico,Male,20,No, 
107424,Mexico,Male,24,Yes,Yes
107425,Mexico,Male,22,Yes,Yes
107426,Mexico,Male,21,Yes,Yes
107427,Mexico,Male,25,Yes,Yes
107428,Mexico,Male,20,Yes,No
107429,Mexico,Male,28,Yes,Refused
107430,Mexico,Male,28,Yes,Yes
107431,Mexico,Male,22,Yes,Yes
107432,Mexico,Male,19,Yes,Yes
107433,Mexico,Male,24,Yes,Yes
107434,Mexico,Male,27,No, 
107435,Mexico,Male,21,Yes,Yes
107436,Mexico,Male,28,Yes,Yes
107437,Mexico,Male,22,Yes,Yes
107438,Mexico,Male,25,No, 
107439,Mexico,Male,19,Yes,No
107440,Mexico,Male,21,Yes,Yes
107441,Mexico,Male,28,Yes,Yes
107442,Mexico,Male,24,No, 
107443,Mexico,Male,19,Yes,Yes
107444,Mexico,Female,20,No, 
107445,Mexico,Female,18,Yes,Yes
107446,Mexico,Female,18,Yes,Yes
107447,Mexico,Female,19,Yes,Yes
107448,Mexico,Female,27,Yes,Yes
107449,Mexico,Female,22,No, 
107450,Mexico,Female,18,No, 
107451,Mexico,Female,21,Yes,Yes
107452,Mexico,Female,19,No, 
107453,Mexico,Female,22,No, 
107454,Mexico,Female,20,No, 
107455,Mexico,Female,19,No, 
107456,Mexico,Female,18,No, 
107457,Mexico,Female,28,No, 
107458,Mexico,Female,25,Yes,Yes
107459,Mexico,Female,19,Yes,No
107460,Mexico,Female,18,Yes,Yes
107461,Mexico,Female,22,Yes,Yes
107462,Mexico,Female,23,Yes,Yes
107463,Mexico,Female,25,Yes,Yes
107464,Mexico,Female,25,Yes,Yes
107465,Mexico,Female,29,Yes,Yes
107466,Mexico,Female,27,No, 
107467,Mexico,Female,20,Yes,Yes
107468,Mexico,Female,19,No, 
107469,Mexico,Female,19,Yes,Yes
107470,Mexico,Female,27,Yes,No
107471,Mexico,Female,23,Yes,No
107472,Mexico,Female,20,Yes,Yes
107473,Mexico,Female,23,Yes,Yes
107474,Mexico,Female,28,Yes,Yes
107475,Mexico,Female,27,No, 
107476,Mexico,Male,32,No, 
107477,Mexico,Male,35,No, 
107478,Mexico,Male,30,No, 
107479,Mexico,Male,30,Yes,Yes
107480,Mexico,Male,34,Yes,Yes
107481,Mexico,Male,37,No, 
107482,Mexico,Male,37,No, 
107483,Mexico,Male,33,No, 
107484,Mexico,Male,30,Yes,Yes
107485,Mexico,Male,30,No, 
107486,Mexico,Male,39,No, 
107487,Mexico,Male,36,No, 
107488,Mexico,Male,39,No, 
107489,Mexico,Male,39,No, 
107490,Mexico,Male,34,Yes,No
107491,Mexico,Male,31,No,Yes
107492,Mexico,Male,35,Yes,Yes
107493,Mexico,Male,32,No, 
107494,Mexico,Male,31,No, 
107495,Mexico,Male,35,Yes,Yes
107496,Mexico,Male,39,No, 
107497,Mexico,Male,36,No,No
107498,Mexico,Male,38,No, 
107499,Mexico,Male,35,No, 
107500,Mexico,Male,30,Yes,Yes
107501,Mexico,Male,38,No, 
107502,Mexico,Male,34,Yes,Yes
107503,Mexico,Female,32,No, 
107504,Mexico,Female,32,No, 
107505,Mexico,Female,36,Yes,Yes
107506,Mexico,Female,39,No, 
107507,Mexico,Female,34,No, 
107508,Mexico,Female,30,No,Yes
107509,Mexico,Female,35,Yes,Refused
107510,Mexico,Female,39,No, 
107511,Mexico,Female,38,No, 
107512,Mexico,Female,37,Yes,Yes
107513,Mexico,Female,36,No, 
107514,Mexico,Female,36,Yes,Yes
107515,Mexico,Female,33,No, 
107516,Mexico,Female,37,No, 
107517,Mexico,Female,31,No, 
107518,Mexico,Female,32,Yes,No
107519,Mexico,Female,38,Yes,Yes
107520,Mexico,Female,34,Yes,Yes
107521,Mexico,Male,40,No, 
107522,Mexico,Male,49,No, 
107523,Mexico,Male,40,No, 
107524,Mexico,Male,42,No, 
107525,Mexico,Male,42,No, 
107526,Mexico,Male,49,No, 
107527,Mexico,Male,47,No, 
107528,Mexico,Male,42,No, 
107529,Mexico,Male,42,No, 
107530,Mexico,Male,40,Yes,Yes
107531,Mexico,Male,41,No, 
107532,Mexico,Male,40,No, 
107533,Mexico,Male,43,No, 
107534,Mexico,Male,44,Yes,No
107535,Mexico,Male,43,Yes,No
107536,Mexico,Male,43,No, 
107537,Mexico,Female,41,No, 
107538,Mexico,Female,47,No, 
107539,Mexico,Female,42,No, 
107540,Mexico,Female,48,No, 
107541,Mexico,Female,40,No, 
107542,Mexico,Female,40,No, 
107543,Mexico,Female,48,No, 
107544,Mexico,Female,49,No, 
107545,Mexico,Female,42,Yes,Refused
107546,Mexico,Female,49,No, 
107547,Mexico,Female,48,No, 
107548,Mexico,Female,49,No, 
107549,Mexico,Female,44,No, 
107550,Mexico,Female,48,Yes,Yes
107551,Mexico,Female,42,No, 
107552,Mexico,Female,42,No, 
107553,Mexico,Female,46,No, 
107554,Mexico,Female,47,No, 
107555,Mexico,Female,42,No, 
107556,Mexico,Female,48,Yes,No
107557,Mexico,Female,43,No, 
107558,Mexico,Male,56,No, 
107559,Mexico,Male,51,No, 
107560,Mexico,Male,52,No, 
107561,Mexico,Male,56,Yes,Yes
107562,Mexico,Male,51,No, 
107563,Mexico,Male,51,No, 
107564,Mexico,Male,52,No, 
107565,Mexico,Male,52,No, 
107566,Mexico,Male,52,No, 
107567,Mexico,Male,59,No, 
107568,Mexico,Male,55,Yes,Refused
107569,Mexico,Male,57,No, 
107570,Mexico,Male,50,Yes,No
107571,Mexico,Male,54,No, 
107572,Mexico,Male,56,No, 
107573,Mexico,Male,58,Yes,Yes
107574,Mexico,Female,59,No, 
107575,Mexico,Female,56,No, 
107576,Mexico,Female,52,No, 
107577,Mexico,Female,55,No, 
107578,Mexico,Female,56,No, 
107579,Mexico,Female,54,No, 
107580,Mexico,Female,59,No, 
107581,Mexico,Female,52,No, 
107582,Mexico,Female,51,No, 
107583,Mexico,Female,55,No, 
107584,Mexico,Female,51,No, 
107585,Mexico,Female,54,No, 
107586,Mexico,Female,57,No, 
107587,Mexico,Female,50,No, 
107588,Mexico,Female,51,No, 
107589,Mexico,Female,50,No, 
107590,Mexico,Female,54,No, 
107591,Mexico,Female,56,No, 
107592,Mexico,Male,70,No, 
107593,Mexico,Male,76,No, 
107594,Mexico,Male,70,No, 
107595,Mexico,Male,62,Yes,Yes
107596,Mexico,Male,62,No, 
107597,Mexico,Male,62,No, 
107598,Mexico,Male,65,No, 
107599,Mexico,Male,60,No, 
107600,Mexico,Male,64,No, 
107601,Mexico,Male,62,No, 
107602,Mexico,Female,67,No, 
107603,Mexico,Female,62,No, 
107604,Mexico,Female,61,No, 
107605,Mexico,Female,72,No, 
107606,Mexico,Female,62,No, 
107607,Mexico,Female,61,No, 
107608,Mexico,Male,28,Yes,Yes
107609,Mexico,Male,21,Yes,Yes
107610,Mexico,Male,19,Yes,Yes
107611,Mexico,Male,24,Yes,Yes
107612,Mexico,Male,25,Yes,Yes
107613,Mexico,Male,24,Yes,Yes
107614,Mexico,Male,18,Yes,Yes
107615,Mexico,Male,23,Yes,Yes
107616,Mexico,Male,25,Yes,Yes
107617,Mexico,Male,27,Yes,Yes
107618,Mexico,Male,29,Yes,Yes
107619,Mexico,Male,23,Yes,Yes
107620,Mexico,Male,24,Yes,Yes
107621,Mexico,Male,29,No, 
107622,Mexico,Male,26,Yes,Yes
107623,Mexico,Male,28,Yes,Yes
107624,Mexico,Male,18,Yes,Yes
107625,Mexico,Male,22,Yes,No
107626,Mexico,Male,24,Yes,Yes
107627,Mexico,Male,22,Yes,Yes
107628,Mexico,Male,18,Yes,Yes
107629,Mexico,Male,28,Yes,Yes
107630,Mexico,Male,22,Yes,Yes
107631,Mexico,Male,22,Yes,Yes
107632,Mexico,Male,26,Yes,Yes
107633,Mexico,Female,24,No,No
107634,Mexico,Female,20,Yes,Yes
107635,Mexico,Female,24,No,Refused
107636,Mexico,Female,20,Yes,Yes
107637,Mexico,Female,26,No, 
107638,Mexico,Female,28,No, 
107639,Mexico,Female,18,Yes,Yes
107640,Mexico,Female,29,Yes,Yes
107641,Mexico,Female,19,Yes,Yes
107642,Mexico,Female,23,Yes,Yes
107643,Mexico,Female,20,No, 
107644,Mexico,Female,28,No, 
107645,Mexico,Female,23,No, 
107646,Mexico,Female,23,Yes,Yes
107647,Mexico,Female,24,Yes,Yes
107648,Mexico,Female,19,Yes,Yes
107649,Mexico,Female,29,Yes,Yes
107650,Mexico,Female,19,Yes,Yes
107651,Mexico,Female,20,Yes,Yes
107652,Mexico,Female,19,No, 
107653,Mexico,Female,24,Yes,Yes
107654,Mexico,Female,24,No, 
107655,Mexico,Female,22,No, 
107656,Mexico,Female,25,Yes,Yes
107657,Mexico,Female,26,Yes,Yes
107658,Mexico,Female,24,Yes,Yes
107659,Mexico,Female,26,No, 
107660,Mexico,Female,26,Yes,Yes
107661,Mexico,Female,25,Yes,Yes
107662,Mexico,Female,19,Yes,Yes
107663,Mexico,Female,27,Yes,No
107664,Mexico,Female,29,Yes,No
107665,Mexico,Female,28,Yes,Yes
107666,Mexico,Female,21,Yes,Yes
107667,Mexico,Female,26,Yes,Yes
107668,Mexico,Female,29,Yes,Yes
107669,Mexico,Female,23,Yes,Yes
107670,Mexico,Female,29,Yes,Yes
107671,Mexico,Female,23,Yes,Yes
107672,Mexico,Female,20,Yes,Yes
107673,Mexico,Male,31,Yes,Yes
107674,Mexico,Male,33,No, 
107675,Mexico,Male,32,No, 
107676,Mexico,Male,38,Yes,Yes
107677,Mexico,Male,31,No, 
107678,Mexico,Male,39,No, 
107679,Mexico,Male,33,No, 
107680,Mexico,Male,30,Yes,Yes
107681,Mexico,Male,32,Yes,Yes
107682,Mexico,Male,35,Yes,Yes
107683,Mexico,Male,31,Yes,Yes
107684,Mexico,Male,36,Yes,Yes
107685,Mexico,Male,38,Yes,Yes
107686,Mexico,Male,32,Yes,Yes
107687,Mexico,Male,39,Yes,Yes
107688,Mexico,Female,39,No, 
107689,Mexico,Female,31,Yes,No
107690,Mexico,Female,30,No, 
107691,Mexico,Female,34,Yes,Yes
107692,Mexico,Female,33,Yes,Yes
107693,Mexico,Female,38,Yes,Yes
107694,Mexico,Female,32,No, 
107695,Mexico,Female,30,No, 
107696,Mexico,Female,36,Yes,Yes
107697,Mexico,Female,36,No, 
107698,Mexico,Female,36,No, 
107699,Mexico,Female,34,Yes,Yes
107700,Mexico,Female,32,No, 
107701,Mexico,Female,34,Yes,No
107702,Mexico,Female,35,Yes,No
107703,Mexico,Female,35,Yes,Yes
107704,Mexico,Female,32,Yes,Yes
107705,Mexico,Female,34,Yes,No
107706,Mexico,Female,33,Yes,Yes
107707,Mexico,Female,36,Yes,Yes
107708,Mexico,Female,34,No, 
107709,Mexico,Female,39,Yes,No
107710,Mexico,Female,39,Yes,Yes
107711,Mexico,Female,38,Yes,Yes
107712,Mexico,Male,47,No, 
107713,Mexico,Male,43,No, 
107714,Mexico,Male,49,Yes,No
107715,Mexico,Male,42,Yes,No
107716,Mexico,Male,49,No, 
107717,Mexico,Male,42,Yes,Yes
107718,Mexico,Male,41,No, 
107719,Mexico,Male,45,No, 
107720,Mexico,Male,45,No, 
107721,Mexico,Male,49,No, 
107722,Mexico,Male,49,No, 
107723,Mexico,Male,43,Yes,Yes
107724,Mexico,Male,46,Yes,No
107725,Mexico,Male,49,Yes,Yes
107726,Mexico,Male,42,No, 
107727,Mexico,Male,47,Yes,Yes
107728,Mexico,Male,42,Yes,Yes
107729,Mexico,Male,40,Yes,Yes
107730,Mexico,Male,48,No,No
107731,Mexico,Male,44,Yes,Yes
107732,Mexico,Female,45,No, 
107733,Mexico,Female,44,Yes,Yes
107734,Mexico,Female,49,No, 
107735,Mexico,Female,43,No, 
107736,Mexico,Female,49,Yes,No
107737,Mexico,Female,40,Yes,Yes
107738,Mexico,Female,43,No, 
107739,Mexico,Female,49,No, 
107740,Mexico,Female,45,Yes,Yes
107741,Mexico,Female,43,Yes,Yes
107742,Mexico,Female,42,No, 
107743,Mexico,Female,42,No, 
107744,Mexico,Female,48,No, 
107745,Mexico,Female,43,No, 
107746,Mexico,Female,48,Yes,Yes
107747,Mexico,Female,44,No, 
107748,Mexico,Female,46,Yes,No
107749,Mexico,Female,44,No, 
107750,Mexico,Female,49,No, 
107751,Mexico,Female,44,Yes,No
107752,Mexico,Female,45,No, 
107753,Mexico,Female,41,Yes,Yes
107754,Mexico,Female,49,No, 
107755,Mexico,Male,58,No, 
107756,Mexico,Male,51,Yes,Yes
107757,Mexico,Male,53,No, 
107758,Mexico,Male,56,No, 
107759,Mexico,Male,53,No, 
107760,Mexico,Male,50,No, 
107761,Mexico,Male,58,No, 
107762,Mexico,Male,56,No, 
107763,Mexico,Male,58,Yes,No
107764,Mexico,Male,51,Yes,Yes
107765,Mexico,Male,50,Yes,No
107766,Mexico,Male,50,Yes,Yes
107767,Mexico,Male,53,No, 
107768,Mexico,Male,50,Yes,No
107769,Mexico,Male,52,Yes,No
107770,Mexico,Male,52,Yes,Yes
107771,Mexico,Male,50,Yes,Yes
107772,Mexico,Male,54,Yes,Yes
107773,Mexico,Male,52,No, 
107774,Mexico,Male,54,No, 
107775,Mexico,Male,58,No, 
107776,Mexico,Female,50,No, 
107777,Mexico,Female,52,No, 
107778,Mexico,Female,58,No, 
107779,Mexico,Female,57,No, 
107780,Mexico,Female,59,Yes,Yes
107781,Mexico,Female,53,Yes,No
107782,Mexico,Female,50,No, 
107783,Mexico,Female,55,Yes,Yes
107784,Mexico,Female,59,No, 
107785,Mexico,Female,56,No, 
107786,Mexico,Female,57,Yes,No
107787,Mexico,Female,56,Yes,Yes
107788,Mexico,Female,50,Yes,Yes
107789,Mexico,Female,58,No, 
107790,Mexico,Female,58,No, 
107791,Mexico,Male,76,No, 
107792,Mexico,Male,60,No, 
107793,Mexico,Male,66,No, 
107794,Mexico,Male,63,No, 
107795,Mexico,Male,80,No, 
107796,Mexico,Male,66,No, 
107797,Mexico,Male,72,Yes,No
107798,Mexico,Male,70,No, 
107799,Mexico,Male,68,No, 
107800,Mexico,Female,80,No, 
107801,Mexico,Female,68,No, 
107802,Mexico,Female,64,No, 
107803,Mexico,Female,69,No, 
107804,Mexico,Female,68,Yes,No
107805,Mexico,Female,76,No, 
107806,Mexico,Female,68,No, 
107807,Mexico,Female,75,No, 
107808,Mexico,Male,27,Yes,Yes
107809,Mexico,Male,29,Yes,Yes
107810,Mexico,Male,18,Yes,No
107811,Mexico,Male,18,No, 
107812,Mexico,Male,22,No, 
107813,Mexico,Male,26,Yes,No
107814,Mexico,Male,24,No, 
107815,Mexico,Male,28,Yes,Yes
107816,Mexico,Male,27,Yes,Yes
107817,Mexico,Male,21,Yes,Yes
107818,Mexico,Male,28,Yes,Yes
107819,Mexico,Male,19,Yes,Yes
107820,Mexico,Male,26,Yes,Yes
107821,Mexico,Male,22,Yes,Yes
107822,Mexico,Male,19,Yes,Yes
107823,Mexico,Male,29,Yes,Yes
107824,Mexico,Male,19,Yes,Yes
107825,Mexico,Male,22,Yes,Yes
107826,Mexico,Male,23,Yes,Yes
107827,Mexico,Male,20,Yes,Yes
107828,Mexico,Male,18,Yes,No
107829,Mexico,Male,19,Yes,Yes
107830,Mexico,Male,21,No, 
107831,Mexico,Male,20,Yes,Yes
107832,Mexico,Male,25,Yes,Yes
107833,Mexico,Male,24,Yes,Yes
107834,Mexico,Male,25,Yes,Yes
107835,Mexico,Female,21,No, 
107836,Mexico,Female,19,Yes,Yes
107837,Mexico,Female,23,No, 
107838,Mexico,Female,19,Yes,Yes
107839,Mexico,Female,18,No, 
107840,Mexico,Female,26,Yes,Yes
107841,Mexico,Female,21,Yes,Yes
107842,Mexico,Female,22,No, 
107843,Mexico,Female,28,No, 
107844,Mexico,Female,21,Yes,Yes
107845,Mexico,Female,27,Yes,Yes
107846,Mexico,Female,18,Yes,Yes
107847,Mexico,Female,27,Yes,Yes
107848,Mexico,Female,29,No, 
107849,Mexico,Female,29,Yes,No
107850,Mexico,Female,18,No, 
107851,Mexico,Female,19,Yes,Yes
107852,Mexico,Female,24,Yes,Yes
107853,Mexico,Female,29,No, 
107854,Mexico,Female,26,Yes,Yes
107855,Mexico,Female,26,Yes,No
107856,Mexico,Female,18,Yes,Yes
107857,Mexico,Female,24,Yes,Yes
107858,Mexico,Female,26,No, 
107859,Mexico,Female,19,Yes,Yes
107860,Mexico,Female,27,Yes,No
107861,Mexico,Female,23,Yes,Yes
107862,Mexico,Female,18,Yes,Yes
107863,Mexico,Female,21,Yes,Yes
107864,Mexico,Female,20,Yes,Yes
107865,Mexico,Female,20,Yes,Yes
107866,Mexico,Female,27,Yes,Yes
107867,Mexico,Female,18,Yes,Yes
107868,Mexico,Female,28,Yes,Yes
107869,Mexico,Female,21,No, 
107870,Mexico,Female,27,No, 
107871,Mexico,Female,27,Yes,Yes
107872,Mexico,Female,28,Yes,Yes
107873,Mexico,Male,31,No, 
107874,Mexico,Male,30,No, 
107875,Mexico,Male,35,No, 
107876,Mexico,Male,36,No, 
107877,Mexico,Male,37,No, 
107878,Mexico,Male,30,Yes,Yes
107879,Mexico,Male,32,Yes,Yes
107880,Mexico,Male,33,Yes,Yes
107881,Mexico,Male,34,Yes,Yes
107882,Mexico,Male,39,Yes,Yes
107883,Mexico,Male,33,No, 
107884,Mexico,Male,32,Yes,No
107885,Mexico,Male,38,No, 
107886,Mexico,Male,32,Yes,Yes
107887,Mexico,Male,35,No, 
107888,Mexico,Male,36,Yes,Yes
107889,Mexico,Male,35,Yes,Yes
107890,Mexico,Male,30,Yes,Yes
107891,Mexico,Male,39,Yes,No
107892,Mexico,Female,33,No,Yes
107893,Mexico,Female,38,Yes,Yes
107894,Mexico,Female,35,No, 
107895,Mexico,Female,37,Yes,No
107896,Mexico,Female,38,No, 
107897,Mexico,Female,31,No, 
107898,Mexico,Female,35,Yes,Yes
107899,Mexico,Female,31,Yes,Yes
107900,Mexico,Female,30,No, 
107901,Mexico,Female,35,Yes,Yes
107902,Mexico,Female,35,No, 
107903,Mexico,Female,37,Yes,Yes
107904,Mexico,Female,30,Yes,Yes
107905,Mexico,Female,38,No, 
107906,Mexico,Female,31,Yes,Yes
107907,Mexico,Female,33,No, 
107908,Mexico,Female,32,No, 
107909,Mexico,Female,33,Yes,Yes
107910,Mexico,Female,30,Yes,No
107911,Mexico,Female,36,Yes,Yes
107912,Mexico,Male,42,Yes,Yes
107913,Mexico,Male,43,Yes,Yes
107914,Mexico,Male,47,No, 
107915,Mexico,Male,40,No, 
107916,Mexico,Male,48,Yes,Yes
107917,Mexico,Male,49,Yes,No
107918,Mexico,Male,45,No,Yes
107919,Mexico,Male,43,Yes,Yes
107920,Mexico,Male,47,Yes,Yes
107921,Mexico,Male,45,Yes,Yes
107922,Mexico,Male,44,Yes,Yes
107923,Mexico,Male,41,No, 
107924,Mexico,Male,47,No, 
107925,Mexico,Male,42,No, 
107926,Mexico,Male,46,No, 
107927,Mexico,Male,43,Yes,Yes
107928,Mexico,Male,40,No, 
107929,Mexico,Male,47,No, 
107930,Mexico,Male,49,Yes,Yes
107931,Mexico,Male,40,No, 
107932,Mexico,Male,41,Yes,No
107933,Mexico,Male,40,No, 
107934,Mexico,Female,40,No, 
107935,Mexico,Female,43,No, 
107936,Mexico,Female,48,No, 
107937,Mexico,Female,44,No, 
107938,Mexico,Female,46,No, 
107939,Mexico,Female,46,Yes,No
107940,Mexico,Female,44,No, 
107941,Mexico,Female,49,Yes,No
107942,Mexico,Female,40,No, 
107943,Mexico,Female,48,No, 
107944,Mexico,Female,43,No, 
107945,Mexico,Female,49,No, 
107946,Mexico,Female,43,Yes,No
107947,Mexico,Female,45,Yes,No
107948,Mexico,Female,47,No, 
107949,Mexico,Female,45,No, 
107950,Mexico,Female,43,No, 
107951,Mexico,Female,42,Yes,Yes
107952,Mexico,Male,53,Yes,No
